date,population,admission,release,los_1_day,los_2-3_days,los_4-7_days,los_8-14_days,los_15-30_days,los_31-60_days,los_61-90_days,los_91-182_days,los_183-365_days,los_365+_days
2020-05-01,89490.38115432752,1384.9468242873256,1578.2660622765247,455,175,114,109,89,125,73,27,0,0
2020-05-02,89281.47875532371,1369.363663272713,838.4173443278067,382,93,47,43,30,37,33,8,0,0
2020-05-03,89670.84216828572,1227.7807572898068,825.6060795056724,364,105,50,21,19,34,26,10,0,0
2020-05-04,89972.82330193283,1127.5872131527844,1828.9671295667224,433,440,191,106,90,97,116,27,0,0
2020-05-05,89618.86475304025,1475.008580674152,1590.3629629000557,443,179,169,110,89,97,93,30,0,0
2020-05-06,89446.36453748101,1417.8627473408187,1408.3272486143414,440,177,114,80,79,98,81,17,0,0
2020-05-07,89534.12081542828,1496.0835265615979,1647.6276815147744,446,195,137,145,105,127,82,44,0,0
2020-05-08,89992.49338125432,1539.0002473408188,1627.0798839957558,568,231,102,109,82,83,76,27,0,0
2020-05-09,89862.12679843832,1496.7133011797446,810.9132173290892,362,110,39,39,29,26,22,10,0,0
2020-05-10,90342.17688228897,1290.9633011797446,811.9017954176674,363,138,37,32,29,17,23,3,0,0
2020-05-11,90697.52626683892,1167.2511799676233,2434.130901034273,491,406,264,123,107,101,119,58,0,0
2020-05-12,90157.92630767703,1894.5309418723853,1711.4580183613903,480,144,229,100,103,78,111,38,0,0
2020-05-13,89993.38073856954,1546.9124492538926,1735.9988913772634,518,197,219,129,91,81,109,36,0,0
2020-05-14,89940.32128057315,1682.9394333808768,1639.6387515171234,492,196,154,122,107,99,91,43,0,0
2020-05-15,89991.7258585408,1691.043329484773,1640.4720848504567,579,202,112,121,97,78,83,49,0,0
2020-05-16,90181.22892135693,1829.975147666591,920.0259809543529,435,103,53,44,34,27,22,7,0,0
2020-05-17,90656.26639975749,1395.0634593549028,988.7823912107631,390,146,53,55,32,18,34,14,0,0
2020-05-18,90914.23721149136,1246.7532029446463,2061.6215724973126,488,505,260,137,89,82,95,37,0,0
2020-05-19,90492.56913433636,1639.9534953423072,1822.109667735408,514,161,246,161,100,88,108,55,0,0
2020-05-20,90562.31772384803,1891.858257247069,1898.9784989042391,558,211,171,149,115,84,128,74,0,0
2020-05-21,92617.49986314324,1729.16063819945,1935.761425699666,540,245,151,149,120,112,152,81,0,0
2020-05-22,92566.25855643999,1884.520118996431,1816.63257954582,604,305,132,153,137,105,103,88,0,0
2020-05-23,92681.49801896753,1931.872042073354,1025.3650470782875,476,101,52,44,48,22,24,19,0,0
2020-05-24,93314.3379143955,1658.2049425062544,1111.8714573346977,505,139,69,33,47,12,19,14,0,0
2020-05-25,93647.7269551226,1445.26049806181,1027.7381240013644,324,140,59,39,40,14,28,6,0,0
2020-05-26,94024.75409108782,1404.7652599665719,2285.2964573346976,439,429,393,119,164,84,75,53,0,0
2020-05-27,93618.66607553787,1879.2084417847536,1817.9020638653042,608,176,220,124,151,77,87,56,0,0
2020-05-28,93635.42017844671,1834.6561667741453,2122.2388770521175,577,320,177,191,207,95,65,68,0,0
2020-05-29,93484.36380849508,1971.1825071004857,1990.357924671165,625,302,147,139,168,110,66,81,0,0
2020-05-30,93444.99791473393,1950.9920309100094,1046.232924671165,544,115,63,33,62,16,22,27,0,0
2020-05-31,93900.73202097278,1501.9670309100095,1043.4472103854507,436,123,51,35,70,24,28,33,0,0
2020-06-01,94216.89469864019,1359.6098880528666,2265.9945788065033,536,511,308,138,160,70,67,76,0,0
2020-06-02,93647.37667455322,1696.4765547195332,1958.5854878974123,574,212,256,126,152,82,70,88,0,0
2020-06-03,93462.63642824403,1773.8452415882202,2231.8210939580185,579,214,222,213,210,126,85,131,0,0
2020-06-04,93243.26999145864,2012.4546571726357,1799.187076251587,602,222,171,117,159,88,47,77,0,0
2020-06-05,93200.91867403148,1756.835758824427,2069.9013619658726,584,265,166,172,208,102,57,98,0,0
2020-06-06,93304.87688041385,2173.8595683482367,959.3395904041012,517,98,60,48,56,18,10,27,0,0
2020-06-07,93947.48543644656,1601.9481464368146,1183.9265867410975,529,152,98,68,114,50,12,21,0,0
2020-06-08,96282.99875438404,1362.439904678573,2496.144515752505,579,594,330,248,383,215,63,109,0,0
2020-06-09,96002.00524396468,2132.1510053331517,2784.87027851915,591,214,292,174,166,103,85,168,0,0
2020-06-10,96813.30172133532,2697.166755889785,2415.9954567760074,710,257,262,168,194,112,50,142,0,0
2020-06-11,96773.54335850799,2376.2370939486723,2515.8660450113016,713,332,193,196,207,113,63,132,0,0
2020-06-12,96756.39381921006,2498.7165057133784,2137.1966235236982,736,335,159,158,165,89,49,92,0,0
2020-06-13,96668.10585016006,2048.908654473709,978.0501588772337,407,165,78,56,49,28,10,22,0,0
2020-06-14,97387.7401033323,1697.6844120494663,996.1057144327892,444,175,71,54,48,26,12,27,0,0
2020-06-15,97941.48546761565,1549.851078716133,2445.9044157314906,572,543,317,174,168,118,64,114,0,0
2020-06-16,97569.43645960462,2073.855407720462,2304.6544157314906,596,290,356,188,164,130,52,127,0,0
2020-06-17,97586.00967381582,2173.2276299426844,2213.6544157314906,609,265,289,201,189,115,56,111,0,0
2020-06-18,97502.29717374129,2129.94191565697,2225.7621452000894,631,317,220,222,195,129,60,112,0,0
2020-06-19,97569.77452873923,2293.239500198033,2315.7621452000894,724,322,204,210,156,112,52,117,0,0
2020-06-20,97546.75188373718,2292.739500198033,975.9911661791106,475,143,83,63,49,22,7,30,0,0
2020-06-21,98215.1080266139,1644.3473090558416,902.9911661791106,428,154,76,49,35,24,13,28,0,0
2020-06-22,98920.46416949065,1608.3473090558416,2578.6717217346663,672,610,321,196,149,131,47,127,0,0
2020-06-23,98556.93890211097,2215.146454354987,2313.3285288164734,575,281,378,244,206,142,52,108,0,0
2020-06-24,98544.58658955424,2300.976216259749,3333.8285288164734,653,334,296,218,233,169,75,167,0,0
2020-06-25,98363.23427699751,3152.476216259749,2489.77847774395,631,344,216,238,271,138,44,162,0,0
2020-06-26,98331.55742693086,2458.1016276772953,2119.1291803200625,675,365,218,206,168,115,37,77,0,0
2020-06-27,98465.86356590578,2253.4353192949875,1067.6291803200627,466,146,94,61,68,45,15,42,0,0
2020-06-28,99076.00303821404,1677.768652628321,955.9473621382444,396,182,66,49,62,21,6,20,0,0
2020-06-29,99660.74857112837,1540.6928950525635,2455.564255049255,573,577,369,179,193,121,45,112,0,0
2020-06-30,99271.52389288129,2066.3395768021865,2193.439255049255,557,282,360,203,184,137,50,111,0,0
2020-07-01,99291.59088130089,2213.506243468853,2535.4542123142123,629,297,339,253,252,179,56,136,0,0
2020-07-02,98954.6206902333,2198.4840212466306,2347.560272920273,672,321,256,211,247,141,50,133,0,0
2020-07-03,98744.89292340814,2137.8325060951156,1221.8936062536063,478,188,137,97,96,56,16,44,0,0
2020-07-04,99305.83182324965,1782.8325060951156,892.8936062536062,447,142,65,39,41,28,8,22,0,0
2020-07-05,100145.14572309116,1732.2075060951156,941.3936062536062,459,184,60,43,47,21,11,21,0,0
2020-07-06,100865.38269985575,1661.6305830181925,2755.9895658495657,663,614,463,228,202,154,58,110,0,0
2020-07-07,100389.90755540822,2280.514421402031,2652.669565849566,556,320,410,259,322,169,85,180,2,0
2020-07-08,100397.08241096069,2659.844421402031,2780.6338515638513,620,275,283,231,311,234,105,251,8,0
2020-07-09,101413.79298079887,3797.344421402031,2522.189407119407,679,380,220,257,278,174,69,153,5,0
2020-07-10,101376.11466174816,2484.5110880686975,2152.8358717658716,681,343,180,175,221,152,40,106,3,0
2020-07-11,101401.65856491966,2178.3797749373844,960.7358717658717,424,177,88,52,57,33,11,25,1,0
2020-07-12,102175.10246809118,1734.1797749373845,971.7358717658717,418,192,91,58,51,37,20,18,0,0
2020-07-13,102828.5463712627,1625.1797749373845,3179.4131444931445,635,635,476,210,255,210,94,165,12,0
2020-07-14,102307.58118352512,2658.4479567555663,2331.109298339298,600,271,395,188,238,164,61,124,3,0
2020-07-15,102460.05984194139,2483.587956755566,2442.9981872281874,711,287,340,251,239,151,63,111,3,0
2020-07-16,102497.53850035765,2480.4768456444554,2437.0173749032574,701,345,274,267,256,179,58,103,1,0
2020-07-17,102406.10385345179,2345.5827279973964,2348.5173749032574,716,390,228,218,241,146,59,114,4,0
2020-07-18,102361.16920654594,2303.5827279973964,985.9618193477016,444,142,92,64,66,45,16,25,0,0
2020-07-19,103152.12344852896,1776.9160613307297,980.1145971254795,470,177,75,75,51,35,16,21,1,0
2020-07-20,103736.8138016231,1564.8049502196186,3189.3795740840046,684,716,486,313,289,214,101,135,10,0
2020-07-21,103285.85956946378,2738.425341924688,1713.0386649930956,501,184,265,169,159,120,32,64,2,0
2020-07-22,103271.20533730446,1698.3844328337786,2403.514855469286,478,461,298,250,257,180,55,108,7,0
2020-07-23,103245.00348609753,2377.31300426235,2838.829790534221,719,346,273,307,398,252,79,148,6,0
2020-07-24,103133.45856129752,2727.2848657342115,1912.1631238675545,616,266,186,164,166,131,32,69,3,0
2020-07-25,103270.08030316417,2048.7848657342115,1037.0413289957596,425,189,87,61,70,46,14,31,2,0
2020-07-26,104051.3046091334,1818.2656349649808,1009.5623080167387,458,187,55,57,66,34,9,27,4,0
2020-07-27,104631.651292725,1589.9089916083374,2785.903217107648,602,643,409,228,241,199,56,89,7,0
2020-07-28,103966.74797631659,2120.9999006992466,2357.902400114184,591,295,315,230,272,211,59,110,4,0
2020-07-29,103963.13632657487,2354.290750372449,2419.044218296002,678,310,260,232,276,215,81,98,5,0
2020-07-30,103897.29740410585,2353.2052958269946,2426.794218296002,662,301,233,248,286,219,85,106,13,0
2020-07-31,103920.95848163684,2450.4552958269946,2420.707313534097,720,350,188,225,261,187,69,96,12,0
2020-08-01,103945.78146392974,2445.5302958269945,1079.4573135340972,482,177,83,83,82,43,14,19,4,0
2020-08-02,104609.35444622264,1743.0302958269945,1095.9573135340972,450,195,73,82,80,70,21,20,0,0
2020-08-03,105283.92742851554,1770.5302958269945,2741.5406468674305,695,650,330,197,251,174,77,104,18,0
2020-08-04,104766.1670774751,2223.7802958269945,2518.1656468674305,617,295,350,225,294,230,94,145,17,0
2020-08-05,104575.78172643467,2327.7802958269945,2386.9239802007637,703,311,227,204,289,222,85,101,22,0
2020-08-06,104741.3630420609,2552.5052958269944,2635.2876165644,779,350,261,268,328,229,94,129,23,0
2020-08-07,104610.39890314167,2504.3234776451764,2424.196707473491,695,391,207,242,289,193,65,84,12,0
2020-08-08,104775.43476422245,2589.2325685542673,1135.7133741401578,566,189,77,65,82,53,21,15,5,0
2020-08-09,105448.44562530323,1808.724235220934,1084.0315559583396,449,237,88,74,69,55,19,36,4,0
2020-08-10,105979.68375911127,1615.2696897663886,2679.83155595834,614,672,378,212,225,197,89,87,15,0
2020-08-11,105703.52189291932,2403.6696897663887,3144.7458416726254,704,326,386,256,297,243,116,118,22,0
2020-08-12,105787.1933600607,3228.4173088140074,2343.102984529768,673,268,254,249,235,212,76,102,10,0
2020-08-13,105860.9124462497,2416.8220707187693,2523.6938936206775,651,401,230,265,258,244,127,101,16,0
2020-08-14,105881.90425971143,2544.6857070824058,2464.054813160907,748,401,258,222,257,218,94,103,15,0
2020-08-15,105977.46751976694,2559.618073216412,1096.6659242720182,537,152,93,82,59,52,27,26,4,0
2020-08-16,106873.91966871133,1993.118073216412,1185.3009242720182,512,238,67,85,56,40,14,21,3,0
2020-08-17,107489.32181765573,1800.703073216412,2862.5072734783676,681,666,421,216,225,185,87,81,20,0
2020-08-18,106974.40650628266,2347.591962105301,2647.8433834645307,661,369,398,234,285,250,99,87,26,0
2020-08-19,106982.65423024421,2656.09110742608,2476.9862406073876,714,312,288,237,273,203,74,86,20,0
2020-08-20,107053.83052563433,2548.1625359975083,2580.7205173369475,713,355,237,283,291,247,91,101,16,0
2020-08-21,107138.39675813136,2665.2867498339865,2456.6192352856656,761,362,218,230,280,206,81,80,23,0
2020-08-22,107380.25273421816,2698.475211372448,1179.1192352856654,548,150,92,69,68,61,27,25,6,0
2020-08-23,108232.60871030494,2031.4752113724478,1219.7775686189989,503,247,88,73,83,48,31,5,8,0
2020-08-24,108806.57301972505,1793.7418780391147,2811.134255471791,713,673,348,226,224,200,89,90,20,0
2020-08-25,108453.0756190068,2457.6368547535444,2831.734255471791,691,388,420,293,302,236,118,110,29,0
2020-08-26,108768.97821828855,3147.6368547535444,2501.1256840432197,815,310,280,224,269,210,116,75,21,0
2020-08-27,108838.33796042745,2570.485426182116,2608.559017376553,657,388,238,277,319,258,105,95,42,0
2020-08-28,109016.43103589967,2786.6520928487826,2669.159017376553,832,442,243,251,302,203,76,71,43,0
2020-08-29,109033.32411137191,2686.0520928487826,1111.959017376553,513,170,91,63,88,56,21,13,7,0
2020-08-30,110021.45052017747,2100.085426182116,1151.6256840432197,532,225,86,68,74,60,16,14,5,0
2020-08-31,110860.07692898304,1990.2520928487825,3053.5006840432197,715,689,450,229,215,226,102,115,25,0
2020-09-01,110368.3283377886,2561.7520928487825,2982.8388482944274,740,359,415,243,306,203,162,141,48,0
2020-09-02,110159.4130799275,2773.9235904333236,2730.257895913475,734,325,320,256,345,227,112,94,48,0
2020-09-03,110269.0243300029,2839.869145988879,2822.557050247513,765,390,265,300,341,258,116,98,42,0
2020-09-04,110219.78674286901,2773.319463113615,2850.957050247513,862,411,253,250,301,270,120,112,59,0
2020-09-05,110101.84915573511,2733.019463113615,1181.957050247513,531,159,88,103,91,63,30,19,17,0
2020-09-06,110973.91156860121,2054.019463113615,1212.9820502475131,581,228,97,80,57,40,28,28,7,0
2020-09-07,111538.82398146731,1777.8944631136148,1095.3669380869464,463,254,104,77,61,35,28,15,7,0
2020-09-08,112252.56047933931,1809.1034359589514,3200.8669380869464,670,602,616,309,297,219,105,116,42,0
2020-09-09,111674.79697721131,2623.103435958951,3004.3669380869464,710,334,530,302,346,247,117,120,48,0
2020-09-10,111278.03347508333,2594.603435958951,2757.594715864724,671,342,328,286,317,262,133,114,47,0
2020-09-11,111275.48663962199,2755.047880403396,2684.094715864724,767,387,254,257,328,244,109,96,36,0
2020-09-12,111233.60647082733,2642.2145470700625,1155.2613825313908,509,179,85,100,95,53,35,28,7,0
2020-09-13,112117.89296869934,2039.5478804033958,1138.817792787801,554,201,62,72,71,44,28,21,7,0
2020-09-14,112805.746133238,1826.6709573264727,3021.13738153239,650,692,421,285,277,223,119,106,42,0
2020-09-15,112303.17548825288,2518.566736547252,2744.470714865723,696,358,410,286,304,231,107,109,60,0
2020-09-16,112237.43817660106,2678.733403213919,2813.470714865723,806,338,330,257,319,257,133,124,50,0
2020-09-17,112007.70086494926,2583.733403213919,2745.970714865723,688,380,263,248,390,235,141,110,48,0
2020-09-18,111905.96355329746,2644.233403213919,2653.1245610195692,777,389,330,240,303,215,94,107,44,0
2020-09-19,111860.51470318412,2607.6757109062264,1109.1245610195692,501,150,84,66,98,64,43,29,14,0
2020-09-20,112788.56585307077,2037.1757109062264,1177.0245610195693,558,210,86,71,78,47,17,23,14,0
2020-09-21,113398.70791204834,1787.1666199971355,3062.0245610195693,677,707,467,230,311,209,119,119,61,0
2020-09-22,112809.3499710259,2472.6666199971355,2749.080116575125,638,325,387,252,291,247,156,104,56,0
2020-09-23,112672.54758555903,2612.2777311082464,2765.371460089195,704,358,330,263,339,260,151,137,57,0
2020-09-24,112415.83136328551,2508.6552378156775,2728.04242783113,689,375,246,265,363,269,114,125,43,0
2020-09-25,112219.83874447383,2532.049809019454,2488.04242783113,747,368,221,195,291,212,97,109,47,0
2020-09-26,112468.84612566215,2737.049809019454,1162.0424278311302,536,150,95,77,106,65,37,31,16,0
2020-09-27,113235.35350685049,1928.5498090194542,1163.8281421168447,498,247,81,70,70,49,21,22,9,0
2020-09-28,113823.50374518166,1751.9783804480257,3043.854457906318,676,712,424,244,230,239,130,156,44,0
2020-09-29,113279.15398351285,2499.5046962374995,2791.854457906318,655,347,404,252,322,265,136,157,54,0
2020-09-30,113037.80422184402,2550.5046962374995,2896.9377912396517,715,337,362,295,356,328,142,194,79,0
2020-10-01,113127.4544601752,2986.588029570833,2953.2639650658252,794,294,204,204,268,204,83,105,42,0
2020-10-02,112824.71375611544,2650.5232610060643,2443.2477854869608,674,380,239,211,281,195,86,100,44,0
2020-10-03,112763.04140966218,2381.5754390336974,1141.9144521536275,402,148,87,70,90,76,37,27,7,0
2020-10-04,113355.36906320891,1734.2421057003642,1003.518110690213,367,192,81,60,56,31,21,16,9,0
2020-10-05,113898.45281431662,1546.6018617979253,2664.606595538698,546,566,326,197,215,210,112,132,61,0
2020-10-06,113468.48808057586,2234.6418617979252,3033.106595538698,557,320,377,233,312,301,190,210,86,0
2020-10-07,113202.02334683508,2766.6418617979252,2420.981595538698,597,284,268,201,249,185,105,161,73,0
2020-10-08,113093.80861309431,2312.7668617979252,2514.981595538698,568,337,232,229,305,216,125,150,47,0
2020-10-09,112905.59387935355,2326.7668617979252,2260.3713391284414,600,321,233,216,247,187,102,98,33,0
2020-10-10,113024.39581227943,2379.1732720543355,1083.2880057951081,425,141,91,81,66,44,26,19,10,0
2020-10-11,113631.364411872,1690.2566053876687,1064.002291509394,405,187,77,62,62,42,16,15,8,0
2020-10-12,114130.1901543217,1562.8280339590974,2052.6252562547515,478,456,288,148,169,149,71,64,17,0
2020-10-13,113988.51147673486,1910.9465786679102,2632.6304555016695,495,361,457,209,243,201,103,137,53,0
2020-10-14,113797.84437539031,2441.9633541571197,2521.431519331457,603,299,353,237,251,212,108,126,55,0
2020-10-15,113600.03117475497,2323.618318696127,2406.2231859981234,618,299,262,241,246,218,94,121,51,0
2020-10-16,113492.46797411965,2298.6599853627936,2465.208034482972,681,350,240,305,253,220,89,137,51,0
2020-10-17,113223.58659166613,2196.32665202946,1060.6817186934982,358,125,108,78,58,49,20,26,4,0
2020-10-18,113765.53854254595,1602.63366957332,961.5150520268315,311,166,64,51,48,44,16,19,10,0
2020-10-19,114331.42382675911,1527.4003362399867,2409.659496471276,560,518,340,168,194,165,95,107,30,0
2020-10-20,114082.70911097227,2160.944780684431,2448.451163137943,558,309,326,206,246,240,115,150,48,0
2020-10-21,113888.70272851875,2254.444780684431,2377.644649727981,601,287,267,192,264,181,122,127,57,0
2020-10-22,113958.89711739011,2447.8390385993334,2439.715162548494,632,353,214,236,261,219,104,157,48,0
2020-10-23,113854.66150626146,2335.479551419846,2360.07879891213,595,353,229,208,253,191,72,113,43,0
2020-10-24,113939.16831937524,2444.585612025907,1139.5787989121302,442,147,93,75,80,58,33,29,7,0
2020-10-25,114472.175132489,1672.5856120259066,1039.0787989121302,377,218,55,57,55,47,22,31,8,0
2020-10-26,114881.18194560279,1448.0856120259066,2739.89861873195,550,624,366,196,239,212,111,162,50,0
2020-10-27,114345.44101096882,2204.1576840979787,2537.39861873195,542,276,350,194,266,247,132,184,72,0
2020-10-28,113987.20007633485,2179.1576840979787,2689.062507620839,523,280,313,232,306,217,112,203,91,0
2020-10-29,113520.08414170088,2221.9465729868675,2387.001901560233,564,306,227,225,278,227,111,138,51,0
2020-10-30,113363.73876983747,2230.6565296968242,2301.1685682268994,606,332,197,230,245,200,79,115,43,0
2020-10-31,113262.39339797405,2199.823196363491,1054.8927061579338,418,145,71,63,69,46,24,28,11,0
2020-11-01,113830.75492266237,1623.2542308462496,1014.1927061579339,377,152,72,58,55,38,24,32,13,0
2020-11-02,114483.21644735069,1666.6542308462497,2464.642706157934,589,574,280,184,205,189,99,116,34,0
2020-11-03,114003.77797203901,1985.2042308462496,2109.130206157934,559,351,339,259,296,224,111,148,47,0
2020-11-04,113888.22074672733,1993.5729808462497,2203.630206157934,398,201,171,149,183,151,77,108,35,0
2020-11-05,113730.66352141564,2046.0729808462497,2381.4635394912675,656,225,243,220,267,245,90,110,48,0
2020-11-06,113745.32058181823,2396.1205998938685,2386.213539491267,649,299,193,213,294,273,100,114,41,0
2020-11-07,113738.47764222084,2379.3705998938685,1114.9635394912673,457,155,71,69,64,61,26,42,12,0
2020-11-08,114356.00970262344,1732.4955998938688,1056.1635394912673,382,198,71,65,63,52,28,24,7,0
2020-11-09,114754.54176302605,1454.6955998938686,2525.2558936015084,466,618,343,179,211,188,96,119,39,0
2020-11-10,114343.0659542148,2113.780084790279,2430.2281158237306,525,285,322,224,300,211,117,141,53,0
2020-11-11,114241.97903429247,2329.14119590139,1237.8190249146398,386,146,149,84,108,85,39,58,13,0
2020-11-12,114700.2102961883,1696.0502868104809,2455.6047392003543,466,443,246,213,294,241,116,143,41,0
2020-11-13,114422.94155808416,2178.336001096195,2438.071405867021,637,372,262,224,242,222,116,146,49,0
2020-11-14,114338.73948664666,2353.8693344295284,1084.0714058670208,373,101,92,69,68,57,23,33,17,0
2020-11-15,114840.03741520917,1585.3693344295286,1013.3214058670208,349,167,62,61,75,47,34,35,14,0
2020-11-16,115252.96034377167,1426.2443344295286,2610.8547392003543,472,585,326,202,267,219,131,139,48,0
2020-11-17,114655.6832723342,2013.577667762862,2463.8547392003543,549,304,332,208,249,261,125,155,45,0
2020-11-18,114387.40620089669,2195.577667762862,2334.3547392003543,544,226,239,220,321,201,127,137,68,0
2020-11-19,114023.62912945921,1970.577667762862,2527.664625497899,489,305,229,258,340,273,145,179,67,0
2020-11-20,113863.80936786413,2367.8448639028347,2355.2363958328274,603,280,229,214,278,218,117,127,46,0
2020-11-21,113725.22086623717,2216.647894205865,1141.4671650635967,458,163,63,74,86,65,30,29,5,0
2020-11-22,114228.96569794355,1645.2119967699678,1082.4671650635967,382,172,77,62,76,64,33,30,10,0
2020-11-23,114603.71052964992,1457.2119967699678,2565.143675662695,507,554,307,178,225,216,123,118,51,0
2020-11-24,114066.29476585423,2027.727911867007,2440.051222832506,557,278,345,196,272,221,111,160,49,0
2020-11-25,113620.77632910256,1994.5327860808434,2348.6323813165714,592,292,322,163,270,178,99,143,45,0
2020-11-26,113134.754963841,1862.6110160550036,935.1323813165716,340,117,72,58,66,62,16,28,4,0
2020-11-27,113451.23359857943,1251.6110160550036,1453.7157146499048,404,262,128,128,153,97,48,54,18,0
2020-11-28,114241.96223331786,2244.444349388337,743.0937430542491,410,63,82,73,82,68,31,37,11,0
2020-11-29,114603.66388392932,1104.795393665697,549.5937430542491,39,24,16,15,9,12,5,10,5,0
2020-11-30,114766.86553454076,712.7953936656969,2384.0350143403266,326,572,427,187,180,165,93,113,41,0
2020-12-01,114171.55267838237,1788.7221581819483,2476.280468885781,493,213,387,233,288,278,134,138,63,0
2020-12-02,113752.12164040582,2056.849430909221,2279.7939823992942,519,219,207,207,282,236,89,133,45,0
2020-12-03,113628.48001684368,2156.1523588371488,2347.807236806095,579,263,140,248,281,235,123,164,65,0
2020-12-04,113319.62214707525,2038.9493670376771,2428.301548087805,561,270,165,156,279,224,115,125,46,0
2020-12-05,113237.14765527209,2345.8270562846387,1073.5319879026197,416,134,55,72,74,69,25,35,9,0
2020-12-06,113760.87698291337,1597.2613155438978,1009.0736545692864,374,207,55,34,64,47,28,24,9,0
2020-12-07,114308.8979772213,1557.094648877231,2499.740321235953,527,556,296,133,233,202,103,108,55,0
2020-12-08,113827.79775940804,2018.6401034226858,2475.2832316837143,533,279,311,150,226,225,119,222,90,0
2020-12-09,113383.70686995299,2031.192342228656,2467.5381336444984,563,262,284,179,288,234,153,173,67,0
2020-12-10,113016.45519618421,2100.2864598757146,2426.5381336444984,573,270,200,166,298,239,146,192,48,0
2020-12-11,112810.20352241542,2220.2864598757146,2281.4825780889432,668,343,191,161,223,204,106,146,44,0
2020-12-12,112639.28518197997,2110.5642376534925,1080.6766257079908,398,142,76,43,80,63,30,37,13,0
2020-12-13,113181.49660344928,1622.888047177302,987.8016257079906,361,161,62,50,52,33,25,40,7,0
2020-12-14,113567.8330249186,1374.138047177302,2650.3932923746574,455,577,341,212,255,222,106,171,64,0
2020-12-15,112797.61111305458,1880.1713805106353,2518.8932923746574,506,286,314,219,223,252,144,186,73,0
2020-12-16,112329.88920119054,2051.171380510635,3228.681335852918,546,253,274,203,325,378,232,414,81,0
2020-12-17,110990.36921240344,1889.1613470658192,2582.96288211883,511,319,210,253,271,257,151,245,97,0
2020-12-18,110474.84257675444,2067.4362464698206,2554.75234265829,567,293,198,234,220,237,121,209,85,0
2020-12-19,110139.67383321332,2219.5835991171734,1054.7856759916237,440,104,52,59,75,69,34,55,9,0
2020-12-20,110774.80508967221,1689.916932450507,1052.8967871027348,348,170,60,64,60,65,34,33,10,0
2020-12-21,111329.93634613109,1608.028043561618,2794.271329227277,525,550,292,174,228,223,141,281,89,0
2020-12-22,110611.22190661928,2075.556889715464,2497.291572142257,483,255,312,187,256,278,142,164,70,0
2020-12-23,110089.48722419249,1975.5568897154642,2330.758238808923,647,272,232,203,252,194,137,161,50,0
2020-12-24,109513.58587509903,1754.8568897154641,1483.0582388089233,464,163,133,140,109,97,45,71,18,0
2020-12-25,109340.08452600556,1309.5568897154642,801.1693499200344,263,69,71,35,30,42,19,37,7,0
2020-12-26,109678.5831769121,1139.6680008265753,870.1693499200344,265,136,77,43,40,40,11,27,6,0
2020-12-27,110154.58182781865,1346.1680008265753,797.1693499200344,257,83,57,34,43,41,27,23,12,0
2020-12-28,110816.08047872518,1458.6680008265753,2256.390725952161,521,357,380,155,177,113,75,101,39,0
2020-12-29,110486.03647550425,1926.34672273122,1182.1535389561504,847,558,672,572,630,521,311,418,190,0
2020-12-30,110796.83886853412,1492.9559319860175,1182.1535389561504,0,0,0,0,0,0,0,0,0,0
2020-12-31,111107.64126156399,1492.9559319860175,1182.1535389561504,0,0,0,0,0,0,0,0,0,0
2021-01-01,111418.44365459385,1492.9559319860175,1182.1535389561504,0,0,0,0,0,0,0,0,0,0
2021-01-02,111729.24604762372,1492.9559319860175,1182.1535389561504,0,0,0,0,0,0,0,0,0,0
2021-01-03,112228.04844065358,1492.9559319860175,360.0735692842453,246,0,10,6,21,11,6,5,9,0
2021-01-04,112491.30273248591,623.3278611165722,3272.8785143391906,254,1514,73,199,259,213,126,194,101,1
2021-01-05,111838.08541259663,2619.6611944499055,2256.1820857677617,569,580,0,162,228,194,109,157,82,0
2021-01-06,111669.3859498502,2087.482623021334,2432.3329122140426,544,292,370,128,293,151,119,176,83,1
2021-01-07,111876.594544955,2639.5415073188547,2678.544023325154,773,350,306,119,294,196,139,206,73,1
2021-01-08,111655.80314005983,2457.752618429966,2526.5273566584874,766,391,308,80,257,179,120,156,80,0
2021-01-09,111635.21173516463,2505.9359517632993,1121.0980637291943,509,144,127,18,60,47,37,47,18,1
2021-01-10,112235.40820905732,1721.294537621885,998.1325464878149,448,223,76,55,34,30,18,35,16,0
2021-01-11,112754.57020019139,1517.294537621885,2627.8206493817056,595,606,379,186,207,152,86,172,68,0
2021-01-12,112334.72790408002,2207.978353270331,2553.1777922388487,627,300,386,220,234,196,109,163,77,2
2021-01-13,112201.87132225436,2420.321210413188,2585.796940745709,662,290,342,262,193,189,112,186,88,1
2021-01-14,112116.74153623177,2500.6671547231153,2572.598920943729,597,309,217,262,210,210,136,201,105,1
2021-01-15,112000.65960499465,2456.516989706614,2511.981273884905,707,345,231,283,177,167,98,193,70,1
2021-01-16,112140.46983062028,2651.7914995105352,1172.870162773794,526,171,97,105,49,48,25,43,15,1
2021-01-17,112797.28005624592,1829.6803883994241,1108.5618294404608,492,258,75,68,58,46,25,27,9,0
2021-01-18,113288.76528187154,1600.047055066091,1115.0618294404608,391,238,97,71,83,59,26,38,30,0
2021-01-19,113771.41717416384,1597.7137217327577,2942.0856389642704,569,604,503,245,223,205,110,175,93,2
2021-01-20,113342.49168550376,2513.160150304186,2759.0618294404608,678,274,444,261,217,187,109,163,91,2
2021-01-21,112984.90385918133,2401.474003118039,2622.419156219487,683,325,299,247,245,219,121,217,101,0
