date,population,admission,release,los_1_day,los_2-3_days,los_4-7_days,los_8-14_days,los_15-30_days,los_31-60_days,los_61-90_days,los_91-182_days,los_183-365_days,los_365+_days
2022-03-05,123328.86356515577,3478.733528783333,1430.399160054211,684,196,119,91,105,65,38,45,32,5
2022-03-06,124179.18515071338,2280.720745611812,1829.3158267208778,703,402,130,105,128,88,46,97,72,17
2022-03-07,124363.59006960431,2013.720745611812,3623.628326720878,765,849,484,268,356,283,150,240,145,40
2022-03-08,123566.49498849525,2826.533245611812,3215.003326720878,753,381,532,279,377,283,158,210,143,45
2022-03-09,123339.66776452903,2988.176102754669,3556.5082447536647,770,397,419,356,423,322,177,305,227,88
2022-03-10,122789.70201597267,3006.542496197292,3114.0077535945293,782,438,358,314,377,264,128,234,138,35
2022-03-11,122693.996090599,3018.3018282208677,2867.055372642148,859,467,299,261,300,205,113,184,100,30
2022-03-12,122934.07587951106,3107.135161554201,1318.8887059754816,640,173,93,106,94,68,34,46,33,5
2022-03-13,123555.98900175645,1940.8018282208677,1610.3887059754816,595,326,121,104,139,97,51,61,57,30
2022-03-14,123791.40212400183,1845.8018282208677,3483.3887059754816,707,781,515,244,301,294,143,245,145,63
2022-03-15,123278.81524624722,2970.8018282208677,3296.1029916897674,768,330,482,315,343,304,168,260,182,78
2022-03-16,123080.94265420688,3098.2303996494393,3333.6029916897674,827,351,386,344,342,294,130,225,148,235
2022-03-17,123072.07006216656,3324.7303996494393,3326.6029916897674,826,467,293,381,387,311,144,282,162,66
2022-03-18,123051.8641367929,3306.397066316106,3054.9363250231004,1013,486,283,279,266,229,106,201,95,31
2022-03-19,123121.8248780859,3124.897066316106,1400.9363250231006,699,204,89,83,116,61,26,48,29,7
2022-03-20,123964.7856193789,2243.897066316106,1486.9363250231006,617,297,126,103,101,89,36,52,32,9
2022-03-21,124295.07969400525,1817.230399649439,3842.2279916897674,745,806,528,307,393,354,180,249,160,61
2022-03-22,123714.12376863159,3261.272066316106,3481.180372642148,832,335,546,323,403,313,176,250,181,70
2022-03-23,123274.31070040078,3041.367304411344,3797.2289837532594,825,388,374,290,430,390,188,391,292,126
2022-03-24,123147.99763216998,3670.915915522455,3385.7592256887433,928,483,299,326,361,312,147,246,147,57
2022-03-25,122933.13147254132,3170.8930660600895,2846.4560510855686,931,442,283,240,299,231,80,142,112,29
2022-03-26,123209.77959862695,3123.1041771712007,3358.9560510855686,700,232,187,196,289,288,176,406,369,55
2022-03-27,122033.92772471259,2183.1041771712003,1799.9560510855686,634,361,168,151,121,91,57,83,42,21
2022-03-28,122198.57585079822,1964.6041771712005,3500.221785351303,695,806,544,299,310,308,133,201,136,51
2022-03-29,121624.39705380693,2926.042988360012,2852.152340906858,709,294,405,309,293,223,131,208,131,53
2022-03-30,121455.52381237119,2683.2790994711227,3058.685674240192,747,380,391,339,361,299,165,224,163,74
2022-03-31,121307.01723760212,2910.1790994711228,3297.810674240192,791,435,298,347,413,306,141,237,154,59
2022-04-01,121144.38566283305,3135.1790994711228,3241.032896462414,908,440,306,317,392,277,136,207,159,42
2022-04-02,121268.75408806399,3365.401321693345,1366.4217853513028,676,196,116,84,101,62,24,33,25,1
2022-04-03,121976.45584662825,2074.123543915567,1405.144007573525,559,292,92,98,100,95,41,59,20,8
2022-04-04,122497.99093852585,1926.6790994711228,3588.929721859239,752,840,470,331,331,314,143,190,138,51
2022-04-05,121923.81174470916,3014.750528042551,3618.2630551925727,764,352,544,622,360,316,153,228,172,59
2022-04-06,121470.29921755914,3164.750528042551,3732.2630551925727,874,442,446,316,425,371,226,275,215,83
2022-04-07,121285.28669040912,3547.250528042551,3190.3093514888687,870,449,331,285,360,269,148,222,170,43
2022-04-08,121103.35749659243,3008.3801576721808,3082.234351488869,852,552,276,286,370,279,127,168,97,40
2022-04-09,121347.88663610908,3326.7634910055144,1277.4010181555357,702,180,81,78,82,53,36,38,10,3
2022-04-10,122125.41577562572,2054.930157672181,1558.4010181555357,606,340,166,104,168,94,45,70,45,15
2022-04-11,122506.11158180903,1939.0968243388477,3438.115303869821,688,751,549,261,284,282,139,178,124,39
2022-04-12,122042.02167370662,2974.025395767419,3313.943375333355,769,359,511,309,370,305,160,206,172,72
2022-04-13,121938.84317040109,3210.7648720278203,3300.9433753333556,859,381,409,353,367,253,163,250,149,62
2022-04-14,121529.4980004289,2891.5982053611538,3388.443375333355,812,507,336,430,391,286,143,203,160,70
2022-04-15,121221.90283045669,3080.8482053611538,2475.974954280724,790,372,226,259,248,170,93,153,107,24
2022-04-16,121700.63257276519,2954.704696589224,1434.4749542807238,667,230,130,107,90,77,34,35,30,8
2022-04-17,122399.8623150737,2133.704696589224,1244.9749542807238,532,236,92,109,85,61,33,34,28,11
2022-04-18,122847.5920573822,1692.7046965892239,3426.582643088731,642,797,573,287,290,291,152,205,136,43
2022-04-19,122331.03772325757,2910.0283089641102,3412.6540716601594,723,358,537,353,387,333,195,219,170,70
2022-04-20,122202.41196056153,3284.0283089641102,3505.66815853321,886,393,486,346,432,300,178,218,180,81
2022-04-21,121685.42356287627,2988.6797608479596,3426.7237140887655,848,512,321,356,458,351,151,237,152,52
2022-04-22,121561.99072074657,3303.2908719590705,2744.2237140887655,860,425,231,246,271,246,100,142,86,29
2022-04-23,122124.55787861688,3306.7908719590705,1403.9237140887653,715,191,123,85,94,58,30,39,24,7
2022-04-24,122785.42503648718,2064.7908719590705,1687.9237140887653,638,362,128,112,126,85,58,81,44,10
2022-04-25,123170.95886102416,2073.4575386257375,4076.6206084987034,795,761,569,314,380,404,232,297,200,83
2022-04-26,122306.66659860461,3212.3283460791536,3054.2991799272745,725,366,495,309,348,268,127,167,121,55
2022-04-27,122253.69576475649,3001.3283460791536,3432.2991799272745,828,426,410,313,387,330,181,212,196,91
2022-04-28,122075.5582642417,3254.1616794124866,3400.2991799272745,856,450,355,345,421,323,161,242,198,67
2022-04-29,121718.08743039359,3042.8283460791536,3249.3880688161635,967,463,305,315,328,286,144,147,137,51
2022-04-30,122006.61659654546,3537.9172349680425,1271.5419149700097,681,165,92,99,80,41,25,27,18,2
2022-05-01,122709.14576269734,1974.0710811218885,1538.1595620288333,600,311,102,107,134,94,51,69,41,4
2022-05-02,123081.44943865314,1910.4632379846337,3794.159562028833,760,909,501,352,347,294,144,228,163,54
2022-05-03,122211.75311460893,2924.4632379846335,3077.659562028833,733,303,478,312,369,354,161,175,146,38
2022-05-04,122178.89012389808,3044.796571317967,3654.2095620288333,830,462,450,384,451,344,179,221,186,82
2022-05-05,121740.19379985388,3215.5132379846336,3359.509562028833,873,512,309,346,383,322,143,198,163,71
2022-05-06,121751.09747580967,3370.4132379846337,2837.009562028833,929,481,251,260,292,216,101,142,99,31
2022-05-07,121819.50115176548,2905.4132379846337,1413.0095620288332,607,237,104,124,120,71,31,39,22,9
2022-05-08,122692.2381610546,2285.7465713179668,1563.3845620288332,633,269,102,102,122,124,57,71,41,13
2022-05-09,123012.10017034374,1883.246571317967,3592.2178953621665,709,774,595,321,325,287,169,193,107,38
2022-05-10,122245.12884629954,2825.2465713179668,3370.624417101297,725,362,506,344,414,364,174,228,158,72
2022-05-11,122115.840130951,3241.3357017527496,3172.624417101297,823,347,372,293,346,287,180,194,163,54
2022-05-12,121866.55141560244,2923.3357017527496,3152.124417101297,772,483,284,274,424,309,141,182,162,70
2022-05-13,121620.2627002539,2905.8357017527496,2915.9773125204847,814,488,268,288,339,249,115,142,120,43
2022-05-14,121994.99196243344,3290.706574700027,1317.4773125204845,597,192,115,71,107,73,30,42,12,9
2022-05-15,122895.72122461298,2218.206574700027,1428.8744914365943,569,293,99,102,98,81,44,67,24,16
2022-05-16,123534.52843779475,2067.681704618364,3443.2494914365943,722,864,502,291,311,285,162,174,111,43
2022-05-17,123089.21065097651,2997.931704618364,3297.567320893959,773,426,477,326,324,322,146,179,133,42
2022-05-18,122856.68356183272,3065.040231750147,3257.349882398502,827,408,426,352,377,341,159,195,133,46
2022-05-19,122349.33730578769,2750.00362635348,3414.656584405317,708,498,311,367,407,344,225,229,163,64
2022-05-20,122020.5556717293,3085.8749503469166,2763.656584405317,822,397,287,245,301,252,110,140,111,36
2022-05-21,122403.52403767088,3146.6249503469166,1326.6565844053173,664,201,99,69,93,70,30,39,29,5
2022-05-22,123102.99240361249,2026.1249503469164,1554.1565844053173,602,317,131,109,119,84,59,50,29,10
2022-05-23,123565.96076955409,2017.1249503469164,3678.72866678518,732,775,557,298,355,302,167,225,162,68
2022-05-24,122789.44057714328,2902.2084743743762,3178.72866678518,702,397,514,333,360,305,186,155,136,54
2022-05-25,122479.92038473248,2869.2084743743762,3132.3463138440034,757,419,389,333,396,268,152,160,122,47
2022-05-26,122178.95901585108,2831.384944962612,3198.8463138440034,811,414,302,344,438,327,160,173,120,64
2022-05-27,121886.9976469697,2906.884944962612,2940.8463138440034,844,448,289,316,313,227,133,153,125,43
2022-05-28,122046.5362780883,3100.384944962612,1196.8463138440036,607,154,90,87,94,50,30,27,14,6
2022-05-29,122958.57490920692,2108.884944962612,1398.3463138440036,633,308,91,90,96,61,32,37,11,4
2022-05-30,123492.11354032552,1931.8849449626118,1475.1796471773368,518,279,160,100,117,105,43,71,33,11
2022-05-31,124075.15217144412,2058.218278295945,4258.102724100414,727,640,749,360,375,355,170,299,318,148
2022-06-01,123334.19080256273,3517.141355219022,3507.998557433747,836,402,515,339,400,268,190,247,171,71
2022-06-02,122940.97943368135,3114.7871885523555,3507.165224100414,850,471,418,348,404,337,182,220,142,69
2022-06-03,122515.76806479995,3081.953855219022,3048.165224100414,829,459,281,332,354,302,120,165,128,47
2022-06-04,122660.55669591855,3192.953855219022,1250.998557433747,582,199,95,86,94,65,29,39,19,4
2022-06-05,123422.34532703717,2012.7871885523552,1502.498557433747,572,286,128,122,141,95,42,60,32,15
2022-06-06,123786.63395815577,1866.7871885523552,3554.998557433747,674,761,544,311,316,331,157,176,126,68
2022-06-07,123031.92258927439,2800.2871885523555,3327.059960942519,729,354,546,308,379,338,182,230,138,74
2022-06-08,122854.65858881404,3149.79596048218,3291.3932942758524,860,407,417,318,377,309,166,244,158,54
2022-06-09,122598.72792168704,3035.4626271488464,3139.8932942758524,781,455,296,325,381,299,151,208,120,48
2022-06-10,122323.79725456004,2864.9626271488464,2796.8932942758524,813,483,275,255,297,244,118,134,90,30
2022-06-11,122806.36658743303,3279.4626271488464,1318.1923138836955,660,163,102,86,106,58,45,24,23,4
2022-06-12,123492.04376344327,2003.8694898939445,1571.1923138836955,533,348,121,123,124,108,58,58,41,14
2022-06-13,123925.72093945353,2004.8694898939445,3431.8173138836955,688,831,508,263,310,320,150,165,104,34
2022-06-14,123236.52311546377,2742.619489893945,3271.8173138836955,717,391,508,296,339,334,176,242,138,73
2022-06-15,122900.32529147403,2935.619489893945,3252.5027205822603,748,412,372,321,357,284,183,252,171,77
2022-06-16,122471.8443733854,2824.0218024936257,3208.5027205822603,759,451,322,366,355,309,165,228,153,59
2022-06-17,122371.86345529676,3108.5218024936257,2629.9402205822603,841,415,251,243,257,217,98,138,75,20
2022-06-18,122516.63253720812,2774.7093024936257,1339.1068872489268,612,212,105,90,109,67,32,49,11,10
2022-06-19,123301.73495245283,2124.2093024936257,1173.94022058226,536,230,85,67,95,48,31,25,19,7
2022-06-20,123760.50403436419,1632.7093024936255,2345.4402205822603,504,585,322,182,200,172,97,113,70,30
2022-06-21,123800.27311627555,2385.2093024936257,3289.8238200908595,704,429,564,332,380,312,158,169,121,69
2022-06-22,123236.16474118446,2725.715444999768,3103.382643620271,739,362,397,326,374,315,174,201,133,63
2022-06-23,123066.8896994267,2934.107601862513,3057.3085695461973,757,398,325,345,340,316,159,201,136,57
2022-06-24,122971.15169470599,2961.570564825476,3007.141902879531,852,457,263,307,324,278,136,157,120,42
2022-06-25,122992.41368998526,3028.4038981588096,1229.5863473239751,568,171,103,85,88,68,36,45,19,8
2022-06-26,123828.89790748675,2066.070564825476,1230.0863473239751,515,250,88,82,85,55,33,37,20,4
2022-06-27,124258.38212498826,1659.5705648254761,3546.586347323975,611,828,542,300,311,317,185,195,152,80
2022-06-28,123562.86634248977,2851.070564825476,3190.0196806573085,719,349,463,278,395,307,170,212,127,53
2022-06-29,123332.40055999126,2959.5538981588097,3020.5196806573085,760,357,344,262,365,308,164,211,133,58
2022-06-30,123204.43477749276,2892.5538981588093,3202.186347323975,748,452,291,323,422,301,190,216,168,62
2022-07-01,123046.46899499427,3044.2205648254762,3257.0196806573085,858,496,314,292,383,270,145,202,170,60
2022-07-02,122789.50321249577,3000.0538981588093,1423.5196806573083,623,228,110,101,124,83,37,47,22,6
2022-07-03,123640.03742999726,2274.0538981588097,1347.0196806573083,661,259,80,66,84,58,39,36,17,5
2022-07-04,124079.57164749877,1786.5538981588095,1120.0196806573083,421,254,105,60,77,60,30,43,20,7
2022-07-05,124719.60586500027,1760.0538981588095,3621.0196806573085,726,668,689,309,323,313,146,199,97,67
2022-07-06,123944.64008250176,2846.0538981588097,3501.3530139906416,802,381,596,356,406,339,202,224,138,69
2022-07-07,123581.88858571756,3138.6015172064285,3132.3530139906416,812,354,390,318,368,321,182,174,99,44
2022-07-08,123355.13708893335,2905.6015172064285,3144.0196806573085,766,470,256,264,372,352,158,210,96,147
2022-07-09,123429.05225881579,3217.934850539762,1264.9608571278966,531,192,88,79,118,85,39,50,18,5
2022-07-10,124196.46742869825,2032.37602701035,1203.9608571278966,497,229,83,99,77,67,38,40,10,7
2022-07-11,124688.8825985807,1696.37602701035,3172.29419046123,654,786,406,277,308,256,139,199,76,43
2022-07-12,124221.13110179649,2704.542693677017,3024.4952082729346,702,336,484,255,335,316,156,192,112,41
2022-07-13,124057.38723860006,2860.7513450765077,3076.9866612643877,767,395,424,270,363,290,156,238,118,58
2022-07-14,123769.6940469543,2789.2934696186326,3122.739186516913,774,418,291,302,373,292,158,249,130,54
2022-07-15,123430.08166338936,2783.1268029519656,2718.15585318358,782,417,254,268,303,227,127,155,80,43
2022-07-16,123741.63594649108,3029.710136285299,1230.4891865169132,627,162,83,61,86,66,30,45,14,2
2022-07-17,124668.35689625947,2157.210136285299,1426.4891865169132,623,260,92,109,93,87,37,55,17,9
2022-07-18,125092.57784602785,1850.710136285299,3330.5558531835795,728,794,456,251,269,305,164,180,93,47
2022-07-19,124345.9154624629,2583.8934696186325,3023.8058531835795,642,346,463,347,327,342,162,212,86,37
2022-07-20,124233.75307889796,2911.6434696186325,3019.0201388978653,745,321,417,305,339,292,186,193,137,56
2022-07-21,123999.09069533301,2784.3577553329183,3187.1868055645323,747,477,317,345,375,308,161,234,102,41
2022-07-22,123615.09497843473,2803.1910886662513,2744.5201388978653,789,461,255,231,320,223,133,158,91,38
2022-07-23,123824.43259486978,2953.8577553329183,1273.5201388978655,599,163,98,93,100,73,30,42,19,11
2022-07-24,124711.77021130483,2160.8577553329183,1285.5201388978655,579,249,88,74,81,68,40,43,19,7
2022-07-25,125105.10782773989,1678.857755332918,3295.5504419281683,674,790,444,274,264,276,140,197,138,47
2022-07-26,124516.0212017507,2706.4638159389788,3070.781211158938,753,325,457,286,369,260,157,226,112,81
2022-07-27,124325.78072960766,2880.5407390159016,3002.9478778256043,791,344,370,275,325,276,151,210,100,61
2022-07-28,124148.87359079796,2826.0407390159016,3040.567389425116,616,386,218,247,349,271,147,188,82,28
2022-07-29,123904.80955333136,2796.503351958515,2509.325307977152,681,352,206,230,244,197,87,144,85,27
2022-07-30,123967.17085523128,2571.686609877067,1260.825307977152,461,171,61,66,73,61,20,38,18,3
2022-07-31,124710.36549046452,2004.0199432104002,1372.950307977152,461,216,81,88,76,63,39,55,21,7
2022-08-01,125069.43512569777,1732.0199432104002,3167.1169746438186,554,707,434,254,273,273,131,170,96,47
2022-08-02,124507.33809426436,2605.0199432104,2809.950307977152,599,285,379,223,265,259,131,187,103,62
2022-08-03,124370.07439616426,2672.686609877067,2929.2360222628663,634,355,317,264,320,236,143,181,110,66
2022-08-04,124099.14403139752,2658.3056574961142,2794.5693555962,632,360,248,237,313,228,129,171,96,60
2022-08-05,123751.13033329743,2446.5556574961142,2706.3776151832203,658,450,255,228,242,214,102,149,70,37
2022-08-06,123790.54583873716,2745.793120622958,1299.9870826388417,487,144,98,60,82,60,31,27,12,3
2022-08-07,124397.87258678046,1907.3138306821297,1369.9870826388417,430,224,104,80,66,72,36,38,21,4
2022-08-08,124864.19933482374,1836.3138306821297,2899.3818684861417,530,651,379,187,228,220,128,166,82,35
2022-08-09,124305.26490968268,2340.447443345072,2811.048535152808,538,333,363,246,315,256,146,189,89,48
2022-08-10,124100.8304845416,2606.614110011739,2851.226628798293,648,296,309,212,326,254,153,218,91,50
2022-08-11,123992.42114301257,2742.8172872692635,2799.5234680055974,1060,389,267,254,363,304,184,236,107,49
2022-08-12,123962.02574916377,2769.128074156795,3908.5234680055974,700,427,236,194,253,542,368,468,280,172
2022-08-13,124273.13035531496,4219.628074156794,1274.0234680055976,497,171,107,71,64,54,33,42,9,4
2022-08-14,125018.23496146617,2019.1280741567948,1438.5234680055976,490,269,93,85,96,59,32,47,21,5
2022-08-15,125443.33956761737,1863.6280741567948,2968.2061477441594,667,610,449,205,231,256,136,194,93,55
2022-08-16,125085.05430448751,2609.920884614311,3114.1552218182337,682,418,531,257,311,302,176,217,99,53
2022-08-17,124868.85700432063,2897.957921651348,3056.8218884849002,715,387,395,259,347,278,166,236,144,66
2022-08-18,124709.15970415375,2897.124588318015,3016.551295106393,748,429,309,319,298,285,163,192,111,74
2022-08-19,124461.13168458302,2768.5232755356724,2939.4487310038285,806,427,321,324,294,276,144,198,100,39
2022-08-20,124767.30879321742,3245.6258396382364,1222.7153976704953,612,140,93,77,58,62,34,54,16,5
2022-08-21,125493.28590185184,1948.6925063049032,1377.7153976704953,553,301,98,110,82,56,40,58,25,7
2022-08-22,125991.76301048625,1876.1925063049032,3772.5582135549716,713,791,505,329,268,476,182,242,152,73
2022-08-23,125248.65889168384,3029.4540947525566,2966.3498802216386,698,333,464,307,295,322,126,216,105,48
2022-08-24,125144.67977288141,2862.370761419223,3635.8498802216386,778,396,397,583,313,295,228,337,137,115
2022-08-25,124837.700654079,3328.870761419223,3086.383213554972,802,406,307,338,384,286,150,240,124,69
2022-08-26,124589.65486860991,2838.3374280858898,2855.605435777194,801,480,320,275,296,234,106,142,98,41
2022-08-27,124820.89797202972,3086.848539197001,1373.605435777194,660,193,111,102,96,63,27,47,18,7
2022-08-28,125703.14107544953,2255.848539197001,1445.105435777194,648,277,101,85,87,53,39,54,22,12
2022-08-29,126092.38417886934,1834.348539197001,3533.605435777194,729,802,485,312,290,288,169,217,117,57
2022-08-30,125303.62728228915,2744.848539197001,3581.1296835564162,732,376,544,398,397,359,203,277,151,81
2022-08-31,125106.76816605958,3384.2705673268533,2998.078401505134,854,357,348,311,356,232,136,214,101,53
2022-09-01,124887.90648572745,2779.216721173007,3578.4117348384675,804,601,343,410,462,308,167,247,135,64
2022-09-02,124458.54480539533,3149.0500545063405,2830.4117348384675,837,460,279,275,284,225,115,156,81,41
2022-09-03,124785.1831250632,3157.0500545063405,1293.7450681718008,614,186,104,83,90,65,23,38,21,7
2022-09-04,125692.6547780644,2201.216721173007,1647.1895126162453,741,350,113,121,123,72,47,38,19,9
2022-09-05,126090.23754217672,2044.7722767285627,1509.1895126162453,401,272,172,101,134,110,59,105,40,25
2022-09-06,126415.82030628904,1834.7722767285627,3888.5228459495784,632,689,792,373,440,318,179,243,120,55
2022-09-07,125567.90307040136,3040.605610061896,3484.606179282912,841,384,514,398,457,263,172,229,140,62
2022-09-08,125393.31916784702,3310.0222767285627,3495.9478459495786,887,409,420,327,464,315,166,230,149,46
2022-09-09,124979.59915418155,3082.227832284118,2554.9478459495786,821,441,238,251,276,177,80,127,65,37
2022-09-10,125196.87914051609,2772.2278322841184,1292.9093844111171,562,199,103,79,119,89,32,42,23,8
2022-09-11,125951.96681915832,2047.997063053349,1373.9093844111171,525,289,114,96,104,72,46,64,29,9
2022-09-12,126396.55449780055,1818.497063053349,3153.1316066333393,619,677,491,330,307,243,125,179,80,39
2022-09-13,125864.2532875539,2620.8303963866824,3450.998273300006,711,376,528,319,462,326,185,264,164,62
2022-09-14,125395.35207730724,2982.097063053349,3005.398273300006,779,379,375,279,385,292,156,221,124,39
2022-09-15,125048.65086706058,2658.697063053349,3188.9518447285773,707,424,300,313,408,317,160,244,123,68
2022-09-16,124858.30679967107,2998.6077773390634,2801.9518447285773,834,436,261,255,314,243,113,182,62,38
2022-09-17,124997.96273228155,2941.6077773390634,1332.2851780619108,595,166,129,80,113,73,33,45,31,18
2022-09-18,125641.95199822537,1976.27444400573,1371.2851780619108,505,299,97,85,121,81,36,50,21,10
2022-09-19,126171.94126416919,1901.27444400573,3292.801844728577,693,718,455,212,335,274,147,229,100,48
2022-09-20,125475.89719677968,2596.757777339063,3847.468511395244,673,385,490,397,478,425,198,349,249,114
2022-09-21,125301.51979605683,3673.0911106723966,3381.040809720967,825,361,384,346,427,334,166,246,148,71
2022-09-22,124883.03128422287,2962.5522978870085,3373.567793847951,787,466,345,332,415,354,166,241,131,76
2022-09-23,124603.48562953177,3094.02213915685,2690.9812553864126,852,451,216,271,297,210,98,135,82,35
2022-09-24,124958.13228253298,3045.627908387619,1250.4812553864126,602,212,100,80,78,67,34,32,14,4
2022-09-25,125785.27893553418,2077.627908387619,1382.2812553864128,588,286,91,96,120,76,38,46,19,4
2022-09-26,126225.0255885354,1822.027908387619,3503.281255386413,686,809,539,282,329,301,140,211,115,55
2022-09-27,125480.7722415366,2759.027908387619,3304.8812553864127,703,340,539,277,399,296,167,247,163,94
2022-09-28,124916.7188945378,2740.827908387619,3265.722483456588,767,414,432,332,377,325,166,202,109,51
2022-09-29,124470.1760738548,2819.179662773584,2977.4840406342037,709,371,279,271,362,301,136,237,121,64
2022-09-30,124325.90940888955,2833.2173756689613,3011.6840406342035,740,428,291,288,341,266,109,192,123,64
2022-10-01,124385.0427439243,3070.817375668961,1376.6436365937998,559,212,97,96,104,67,43,42,17,6
2022-10-02,125242.35789714089,2233.958789810375,1347.3936365937996,542,242,97,82,87,71,24,29,18,4
2022-10-03,125666.67305035747,1771.7087898103753,3686.901587123835,625,809,503,307,359,363,169,239,109,57
2022-10-04,124841.22141912175,2861.449955888114,3379.0834053056533,749,340,466,351,356,330,183,231,160,65
2022-10-05,124444.95160606784,2982.81359225175,3083.5834053056533,745,315,405,301,318,309,119,222,162,73
2022-10-06,124236.18179301394,2874.81359225175,3194.839722995184,750,448,281,301,383,309,132,235,127,50
2022-10-07,124038.46974169288,2997.1276716741327,2997.089722995184,806,434,303,250,347,296,113,154,106,45
2022-10-08,124096.25769037183,3054.8776716741327,1318.0897229951838,519,176,98,89,113,75,34,45,27,7
2022-10-09,124895.54563905079,2117.3776716741327,1376.0897229951838,545,277,100,86,81,66,33,23,20,7
2022-10-10,125364.83358772974,1845.3776716741327,2681.089722995184,597,581,348,224,244,204,92,148,73,31
2022-10-11,125092.62153640868,2408.8776716741327,3096.4230563285173,670,375,530,277,307,332,149,219,115,55
2022-10-12,124777.24281842096,2781.044338340799,3143.5745714800323,711,359,421,350,353,299,162,237,125,68
2022-10-13,124466.4600600292,2832.791813088274,3258.0745714800323,792,401,371,336,356,351,161,252,128,64
2022-10-14,124062.84396830412,2854.458479754941,2826.407904813366,814,419,285,251,306,260,124,162,95,59
2022-10-15,124206.22787657903,2969.791813088274,1332.7260866315476,588,185,144,87,98,72,40,44,25,6
2022-10-16,124993.67996667212,2120.178176724638,1220.7260866315476,545,236,110,72,76,72,27,34,16,5
2022-10-17,125407.6320567652,1634.6781767246378,3106.8927532982143,582,763,424,248,280,281,150,168,93,30
2022-10-18,124797.0841468583,2496.3448433913045,2948.3323829071214,624,325,459,296,373,272,171,194,123,59
2022-10-19,124550.68377793499,2701.9320139838183,3059.8323829071214,694,373,345,292,385,330,172,232,126,62
2022-10-20,124300.36674234502,2809.5153473171517,3384.8323829071214,804,407,340,331,405,336,200,235,196,65
2022-10-21,123898.54970675505,2983.0153473171517,2866.665716240455,834,430,264,266,329,295,118,203,87,35
2022-10-22,123893.2048933873,2861.3209028727074,1281.9157162404547,600,163,104,82,96,82,42,39,19,9
2022-10-23,124680.61008001956,2069.3209028727074,1406.4157162404547,555,263,92,86,121,78,41,49,34,13
2022-10-24,125058.51526665181,1784.3209028727072,3293.1468901053495,659,743,433,271,319,289,175,197,98,44
2022-10-25,124293.94537022758,2528.5769936811234,2890.1468901053495,652,335,428,277,304,290,169,216,115,58
2022-10-26,124175.62547380336,2771.8269936811234,3130.0635567720165,756,322,395,286,362,319,176,234,150,73
2022-10-27,123838.55557737913,2792.9936603477904,3165.0635567720165,750,424,314,301,371,322,170,202,201,68
2022-10-28,123648.98568095491,2975.4936603477904,3112.3968901053495,861,445,259,304,341,305,161,209,120,67
2022-10-29,123497.41578453068,2960.8269936811234,1295.3968901053495,534,200,112,87,137,61,46,37,29,9
2022-10-30,124210.34588810646,2008.3269936811237,1273.8968901053495,583,261,69,69,73,65,38,41,27,7
2022-10-31,124604.27599168223,1667.8269936811237,3278.0635567720165,648,752,457,289,298,291,174,202,105,34
2022-11-01,123798.706095258,2472.4936603477904,3084.6468901053495,645,336,443,291,348,297,204,244,140,77
2022-11-02,123531.13619883377,2817.0769936811234,3017.1468901053495,778,355,391,274,345,293,160,188,112,62
2022-11-03,123212.06630240954,2698.0769936811234,3121.3135567720165,728,413,317,376,357,319,189,222,142,64
2022-11-04,123203.663072652,3112.910327014457,2839.3135567720165,844,438,261,239,292,249,145,150,98,46
2022-11-05,123355.25984289443,2990.910327014457,1362.2857789942384,594,172,106,105,110,71,52,55,19,6
2022-11-06,124356.34272424798,2363.3686603477904,1500.2857789942384,671,309,86,92,123,75,45,57,29,13
2022-11-07,124548.0922722682,1692.035327014457,3474.7857789942386,604,861,495,314,333,288,147,202,88,73
2022-11-08,123810.84182028842,2737.535327014457,2818.2896251480847,634,356,392,247,320,289,174,203,108,47
2022-11-09,123695.13367600094,2702.5814808606106,1694.3634052774203,1103,745,1068,722,951,803,479,635,345,165
2022-11-10,123832.64878274228,1831.878512018753,1694.3634052774203,0,0,0,0,0,0,0,0,0,0
2022-11-11,123970.1638894836,1831.878512018753,1694.3634052774203,0,0,0,0,0,0,0,0,0,0
2022-11-12,124107.67899622495,1831.878512018753,1694.3634052774203,0,0,0,0,0,0,0,0,0,0
2022-11-13,124245.19410296627,1831.878512018753,760.6134052774203,137,0,5,24,23,15,7,13,5,3
2022-11-14,124446.58420970761,962.003512018753,3539.391183055198,753,929,222,334,308,338,193,254,140,58
2022-11-15,123496.86320533782,2589.6701786854196,3113.891183055198,639,714,82,345,324,328,175,231,143,59
2022-11-16,123022.64220096805,2639.6701786854196,3179.2721354361506,743,429,302,363,340,314,189,247,146,42
2022-11-17,122403.92119659827,2560.551131066372,3140.938802102817,734,404,386,251,419,349,196,235,120,60
2022-11-18,122075.2001922285,2812.217797733039,2938.938802102817,750,383,356,177,322,282,123,182,108,57
2022-11-19,121893.47918785871,2757.217797733039,1221.2832465472616,447,151,125,23,84,73,29,35,22,6
2022-11-20,122504.01373904449,1831.8177977330388,1286.477690991706,413,250,76,54,78,75,44,53,18,7
2022-11-21,122805.53440134139,1587.9983532885942,2868.644357658373,542,608,395,215,271,264,142,145,87,36
2022-11-22,122078.05506363827,2141.165019955261,2860.644357658373,588,262,378,309,343,282,158,216,114,63
2022-11-23,121726.57572593515,2509.165019955261,2674.644357658373,674,279,292,232,273,195,107,139,93,31
2022-11-24,121147.09638823205,2095.165019955261,955.3110243250394,355,94,90,56,43,34,24,32,13,2
2022-11-25,121575.7837171956,1383.9983532885942,1300.3110243250394,382,250,94,111,81,71,23,40,16,8
